ra,dec,rv,j,ej,h,eh,k,ek,dist,sn,feh
94.911219,20.789864,46.047195,11.529,0.5557,10.538,0.1652,10.223,0.0427,4.3073991,38.208904,-0.21436787
96.027337,22.245257,167.45134,12.377,0.3174,11.788,0.0993,11.609,0.0272,0.0054264833,1.351766,999
96.157388,22.331056,-0.9869834,8.853,0.3281,7.625,0.1032,7.22,0.0285,9.7648078,95.58995,999
96.226764,18.768668,49.132492,11.11,0.2992,10.051,0.0894,9.812,0.0232,14.206452,62.078266,-0.37650628
96.600367,19.983798,31.901817,11.617,0.3426,10.494,0.1053,10.158,0.0283,24.87465,41.0353,-0.57399958
97.621199,19.020734,78.191345,12.548,0.1736,11.973,0.0541,11.81,0.0147,0.29680366,18.9101,-1.2232165
99.359096,20.389493,-3.4138207,11.594,0.1593,10.671,0.053,10.423,0.0156,19.281587,52.78055,-0.30266189
36.507848,43.879453,-42.633656,8.345,0.0538,7.455,0.0243,7.222,0.0103,5.3307342,205.79883,-0.34711539
37.221639,43.384299,-10.449018,5.366,0.0504,4.642,0.023,4.156,0.0098,1.6892991,238.051,999
34.145455,45.476878,-148.20667,10.108,0.051,9.248,0.0224,9.028,0.0091,10.597645,112.69342,-0.35491008
35.007814,45.81283,-42.316254,8.027,0.058,7.253,0.025,7.057,0.01,2.5298925,346.19727,-0.19412999
36.210171,45.067624,-3.944942,9.302,0.0615,8.499,0.0269,8.254,0.0109,6.307568,200.56606,-0.26217632
35.689646,45.521253,-103.85081,8.531,0.0549,7.602,0.0238,7.351,0.0096,6.6982915,194.71158,-0.37977405
36.33755,46.256848,-58.45397,11.586,0.07,10.826,0.0295,10.622,0.0115,11.897464,40.510162,-0.22681199
36.184903,44.909324,-41.26203,9.088,0.0549,8.239,0.0241,7.965,0.0099,7.4698972,155.1643,-0.07538407
34.782175,44.741335,-51.96283,8.425,0.0468,7.534,0.0209,7.273,0.0087,6.0847895,253.84189,-0.19361891
35.450631,44.358042,-103.00311,8.527,0.0466,7.711,0.021,7.412,0.0088,5.7780711,209.838,999
39.431881,44.990621,-72.01945,7.956,0.0613,7.231,0.0261,7.094,0.0103,1.2109965,68.534355,-0.25707804
37.007422,44.065618,-69.47486,8.89,0.0529,8.085,0.0237,7.788,0.0099,6.4539435,126.6577,-0.13991321
37.93833,43.655517,3.4609635,8.334,0.0485,7.495,0.0218,7.237,0.0092,4.9863817,142.84697,-0.080065564
37.400571,45.59368,-71.27503,8.23,0.0568,7.374,0.0242,7.125,0.0096,4.7365058,319.1395,-0.08530556
38.098732,45.250919,21.418804,7.015,0.0611,6.148,0.0262,5.906,0.0104,2.7055785,237.06334,-0.89993844
37.980717,44.867697,-66.272675,10.38,0.0514,9.66,0.0223,9.456,0.009,6.0228021,83.170456,-0.10560736
37.636827,46.596792,13.789882,8.617,0.0787,7.799,0.0325,7.616,0.0124,3.4985916,200.07274,-0.2332341
36.997486,46.980939,-48.44185,12.86,0.0982,12.678,0.0403,12.659,0.0152,3.874001e-160,4.827901,-1.6778064
38.316074,45.989156,-16.179218,9.995,0.0787,9.274,0.0329,9.068,0.0127,4.3897167,132.57712,-0.08848416
33.4024,45.394827,-0.30577758,8.907,0.0586,8.128,0.0259,7.922,0.0107,4.0818377,91.73752,-0.13294602
33.331637,45.235673,46.82567,7.72,0.0609,6.914,0.0271,6.698,0.0113,2.7587939,189.77072,-0.67511739
33.223326,44.738754,16.14504,9.446,0.0558,8.616,0.0252,8.461,0.0107,5.3079237,74.328224,-0.22508365
37.20865,47.750061,-51.068966,8.818,0.106,8.119,0.0425,7.881,0.0156,2.2924403,165.89665,-0.15757543
38.131647,47.505965,-81.7654,7.803,0.1068,6.934,0.0428,6.658,0.0157,3.7571196,4.5773892,-0.76199017
38.104017,47.707359,-66.33631,9.568,0.0967,8.786,0.0385,8.592,0.014,4.3402834,111.2082,-0.21714924
37.67747,47.235428,-119.55117,10.975,0.1036,10.071,0.042,9.82,0.0156,16.8695,24.988386,-0.30479033
38.163328,47.558797,-9.674829,10.304,0.1068,9.468,0.0427,9.214,0.0156,9.8511948,22.961462,-0.087159814
39.393218,46.24053,-63.360237,9.802,0.0771,8.892,0.0317,8.64,0.012,10.823165,58.45623,-0.23918811
39.732827,45.937213,13.513949,8.268,0.0813,7.504,0.0336,7.323,0.0128,2.1790017,168.05482,-0.10560736
38.367822,46.084454,-38.174187,7.5,0.0776,6.72,0.0323,6.509,0.0124,2.004379,318.024,-0.37244636
38.461264,46.053766,-80.461914,8.733,0.0762,7.846,0.0318,7.558,0.0122,6.8668833,153.48306,-0.26410636
38.453947,46.317857,-44.56153,7.386,0.0712,6.609,0.0295,6.373,0.0112,2.1665001,5.1075664,-0.35726998
33.269963,45.789555,-32.89019,5.873,0.0682,4.984,0.0299,4.704,0.0122,1.8559824,279.9015,999
33.668165,45.820195,-82.31971,9.717,0.0625,8.847,0.0273,8.611,0.0111,9.2779922,64.272736,-0.33260914
35.419603,46.915141,-45.071022,9.836,0.106,9.003,0.0441,8.73,0.0169,8.4840965,63.232285,-0.340959
35.93937,46.471431,17.256947,6.821,0.082,5.926,0.0345,5.653,0.0134,2.7546711,336.15845,999
35.778339,47.029247,-81.604996,10.23,0.0963,9.415,0.0399,9.181,0.0152,8.4624628,55.134094,-0.39806204
35.179673,46.393116,-18.577936,8.83,0.0778,7.939,0.033,7.718,0.0129,5.981573,177.1129,-0.25707804
34.286423,47.544225,2.6910732,8.501,0.1081,7.613,0.0446,7.375,0.0169,4.8717256,130.85028,-0.16145103
34.074649,47.561299,-134.22523,9.85,0.1058,8.986,0.0437,8.727,0.0166,9.0470274,51.367786,-0.29078813
35.475468,47.273458,-133.32771,7.692,0.0835,6.853,0.0344,6.622,0.013,2.9983896,69.64559,-0.58878528
34.731862,46.946946,-70.60275,10.096,0.0821,9.297,0.0343,9.039,0.0132,8.6906492,48.94436,-0.11413894
53.919943,25.694569,1.4254146,9.402,0.1362,8.479,0.0802,8.297,0.0463,6.8078108,109.5909,-0.19670194
51.984921,25.95317,20.609835,9.617,0.11,8.769,0.0667,8.47,0.0398,9.2598939,87.01598,-0.20245722
52.676067,25.847082,0.45434168,8.689,0.1239,7.781,0.0743,7.524,0.0439,6.1415858,2.2638175,-0.18559148
52.472471,27.406003,5.973006,8.953,0.1158,8.055,0.0671,7.833,0.038,6.1238189,224.67238,-0.18411775
54.388582,26.14074,110.95758,6.646,0.0967,5.775,0.0558,5.42,0.0315,2.9268274,298.87173,999
54.129828,27.009375,2.0995624,8.931,0.1145,8.167,0.0651,7.963,0.036,3.142189,235.48503,-0.10458367
53.199488,26.320464,5.972473,9.287,0.1074,8.362,0.0631,8.134,0.0364,8.0822792,18.114,-0.095950511
55.814207,26.696715,-27.754074,10.518,0.1513,9.689,0.0839,9.471,0.0452,8.3608181,64.419136,-0.40655111
56.636895,27.668702,-3.701205,7.597,0.0781,6.707,0.0417,6.463,0.0214,3.7119917,162.99529,-1.0578503
55.683241,26.900024,1.7461627,8.599,0.1282,7.815,0.0709,7.588,0.0381,3.170051,253.96408,-0.18362871
55.311972,26.150746,-12.418686,8.436,0.1975,7.467,0.1121,7.175,0.062,5.8726425,158.0576,-0.077312397
55.125359,25.362073,67.78772,6.503,0.1689,5.662,0.098,5.326,0.0557,2.0678033,72.4026,999
55.709238,25.858519,74.43558,8.643,0.1208,7.863,0.0685,7.573,0.0379,4.355272,161.84134,-0.14608895
55.253157,27.684123,-65.515236,10.249,0.1008,9.317,0.0552,9.1,0.0292,12.462095,78.00158,-0.22165674
51.777735,27.162456,-54.45341,10.032,0.1361,9.2,0.0803,8.963,0.0465,7.9520479,83.16909,-0.29913654
54.150096,29.459781,-65.01363,9.291,0.1611,8.28,0.0861,8.059,0.0443,8.6300428,109.1123,-0.61028244
51.758394,27.559612,-15.054031,11.24,0.1364,10.352,0.0797,10.14,0.0456,15.538259,24.40958,-0.59518813
53.825558,29.078081,-0.66980404,8.547,0.1937,7.73,0.1051,7.45,0.0551,3.5790861,251.15416,-0.35334232
51.891957,28.695387,8.767912,10.528,0.2685,9.693,0.1521,9.473,0.0839,5.4539285,48.002735,-0.422984
52.253975,29.364051,-14.711059,9.468,0.5415,8.494,0.2997,8.207,0.1609,3.1354982,69.04099,-0.2434215
52.977222,29.67419,-26.124914,9.574,0.424,8.526,0.2299,8.212,0.1205,7.4429424,49.984653,-0.58136543
52.825086,28.806189,37.00464,7.013,0.2126,6.018,0.1182,5.686,0.0638,3.4094594,254.01404,-1.7712234
82.678795,30.125785,8.871497,7.572,0.5651,6.47,0.165,6.072,0.0417,2.0785356,224.30782,999
82.851146,29.751086,46.35197,9.012,0.5424,7.89,0.1587,7.558,0.0402,3.6677368,114.23696,-0.3863625
81.672537,30.814664,-10.767742,8.53,0.5495,7.568,0.1622,7.283,0.0415,0.63993569,1.7414716,-0.45704347
81.166702,30.694728,25.969894,7.733,0.4017,6.757,0.1202,6.445,0.0313,1.8446613,292.99515,-1.1947627
82.03,30.246332,30.654171,10.071,0.5725,9.006,0.1693,8.654,0.0434,4.2624822,64.30841,-0.49461497
81.806673,30.405818,-37.712685,9.295,0.5082,8.27,0.1506,7.912,0.0387,3.5308379,121.80652,-0.40144444
81.724777,30.479376,13.227794,9.56,0.484,8.539,0.1435,8.257,0.0369,2.8843143,109.22794,-0.2602562
80.808379,30.823511,7.842898,8.936,0.417,7.781,0.1255,7.387,0.0329,7.3147809,114.68416,-0.17038312
81.658202,32.750406,25.04498,8.394,0.3255,7.377,0.0928,6.996,0.0228,5.0258405,179.64543,-0.30124845
81.750554,31.615092,11.690891,8.236,0.4976,7.25,0.1445,6.939,0.0363,1.3570949,224.55711,-0.5013713
83.023325,32.524879,19.025373,8.942,0.5279,7.835,0.1466,7.517,0.0349,3.2616553,125.41225,-0.5309387
82.96656,32.531389,37.184578,8.614,0.5389,7.591,0.1498,7.256,0.0357,1.8060531,82.045815,-0.26734514
83.478094,32.427677,-10.782211,7.64,0.5343,6.533,0.1471,6.135,0.0347,2.4311766,268.74985,999
83.187572,31.830473,43.937206,9.273,0.7158,8.443,0.2004,8.117,0.0482,0.0018626314,192.11589,-0.1280669
82.551939,32.332153,18.79629,7.485,0.4657,6.402,0.1312,6.096,0.0318,1.90851,41.872486,999
83.385383,32.761108,53.63794,9.385,0.5061,8.29,0.1388,7.928,0.0326,5.0605154,115.12038,-0.21770882
82.374034,31.454258,21.46914,8.043,0.4987,6.968,0.1432,6.635,0.0355,2.3205411,224.31837,-0.79057788
86.056679,31.992431,-92.19399,10.884,0.4259,10.084,0.1213,9.841,0.0298,0.54345349,2.3693452,999
85.655912,31.983286,10.78144,8.139,0.4978,7.149,0.1405,6.865,0.0341,1.0715807,241.90645,-0.57085933
85.606421,31.302877,-20.609612,9.555,0.59,8.503,0.1644,8.108,0.0393,3.4955885,62.67077,-0.43002215
85.86189,31.755384,66.51098,8.794,0.5309,7.732,0.15,7.375,0.0364,2.9331143,106.95378,-0.099729722
85.350132,31.019573,58.526577,7.879,0.5288,6.888,0.1458,6.538,0.0344,1.2244415,232.03716,-0.95057643
83.971494,30.703169,14.576887,8.62,0.6435,7.382,0.1805,6.963,0.0435,4.3157513,111.92593,-1.1635662
84.510591,30.194653,24.746998,8.525,0.6672,7.424,0.1864,7.054,0.0447,1.5669293,109.5602,-0.55942992
84.218991,31.540562,3.8226376,6.662,0.6068,5.714,0.1668,5.35,0.0392,0.27974688,364.98083,-1.1297592
84.822986,31.934621,69.31371,8.593,0.5662,7.492,0.1566,7.14,0.0371,2.6228662,180.2556,-0.51307922
83.750534,30.917811,-5.816636,9.2,0.7017,8.296,0.1971,8.049,0.0476,0.0027211888,155.88985,-0.11502078
83.642634,31.231599,6.7379184,6.253,0.7341,5.287,0.2056,4.883,0.0494,0.10397694,165.72394,999
83.956968,32.262191,-19.609495,8.738,0.4688,7.604,0.128,7.253,0.0299,4.7735158,136.36705,-0.6222938
84.410181,33.160888,63.94981,9.787,0.3763,8.75,0.1053,8.403,0.0253,7.7384284,94.077225,-0.43090688
83.999342,33.617455,17.954882,8.857,0.4043,7.749,0.113,7.394,0.0271,5.8447623,128.93387,-0.38802064
83.814952,33.454465,3940.7393,11.962,0.3871,11.646,0.1074,11.481,0.0256,3.7164174e-155,1.9557971,999
83.746717,33.129135,-8.891578,9.002,0.4187,8.051,0.1153,7.753,0.0272,2.3229109,175.8388,-0.422984
80.807794,31.930831,-34.068214,9.785,0.5739,8.573,0.1693,8.21,0.0433,7.3259927,58.561115,-0.79560917
81.190364,31.594419,-4.187344,8.692,0.5554,7.538,0.1634,7.205,0.0417,3.4500987,144.52316,-0.31703885
80.617759,31.955264,-24.797132,9.473,0.4199,8.518,0.1243,8.188,0.0319,3.654452,82.162155,-0.32662029
83.844941,33.966697,-28.650888,9.242,0.3831,8.236,0.1073,7.914,0.0258,4.760134,99.34883,-0.20943085
83.057277,34.029381,-7.423787,7.449,0.3631,6.229,0.1001,5.809,0.0236,4.8088835,221.79578,999
83.145661,34.587631,21.803757,8.247,0.3701,7.184,0.1032,6.824,0.0247,4.3810588,80.515434,-0.98140084
83.159979,33.999358,42.658005,9.878,0.3275,8.907,0.0904,8.565,0.0214,7.5362792,10.546617,-0.4461159
83.165749,33.746833,7.113896,7.123,0.3866,6.198,0.1063,5.943,0.025,0.7526473,351.71005,999
84.817924,33.796434,16.58235,9.001,0.4122,8.138,0.1177,8.144,0.029,0.00088364023,29.831724,-0.23858775
84.493039,33.634294,52.158318,9.941,0.4212,8.939,0.1191,8.626,0.029,5.1879768,53.26066,-0.36440919
84.461173,33.594012,41.747597,7.444,0.4079,6.451,0.1151,6.093,0.028,2.0595907,306.05975,999
85.799442,33.375649,33.455555,9.005,0.4017,8.019,0.1164,7.613,0.0292,5.0958738,85.692665,-0.13693116
85.493856,33.494781,40.18983,8.421,0.3025,7.491,0.0872,7.22,0.0217,2.6858161,118.70404,-0.26669518
85.552914,33.561911,9.058623,9.463,0.2878,8.582,0.0832,8.297,0.0208,3.908606,71.62774,-0.22913187
84.523071,34.330208,26.944536,8.188,0.5659,7.002,0.162,6.582,0.04,3.9237867,117.0782,999
85.971058,32.848892,-34.227615,9.514,0.5593,8.535,0.1613,8.187,0.0402,1.924763,79.15768,-0.43002215
85.494878,32.902375,59.14999,10.094,0.4337,9.027,0.1238,8.662,0.0305,8.5598411,62.13879,-0.45980016
84.930101,32.873453,30.520422,7.673,0.4751,6.571,0.1339,6.181,0.0324,2.9442067,167.11699,-1.6646772
84.850066,32.815965,14.687217,8.963,0.4603,7.85,0.1293,7.471,0.0312,5.5983331,102.39836,-0.27126804
81.197754,32.208006,9.44883,9.945,0.5058,8.954,0.1472,8.612,0.037,3.5962957,98.11102,-0.74123488
81.277738,32.455723,-17.21755,12.008,0.3964,11.731,0.1146,11.623,0.0286,0,12.045282,-1.7137152
81.225898,32.505625,-0.69069755,7.385,0.3957,6.349,0.1144,5.966,0.0286,2.6963719,295.70642,-1.4237584
80.267171,32.51691,13.057894,9.072,0.3379,7.986,0.0998,7.646,0.0256,7.1648223,120.29372,-0.2679962
80.631408,32.745895,39.913017,10.611,0.3211,9.614,0.0937,9.307,0.0237,10.581857,51.684673,-0.49269451
82.948655,33.245491,7.2380276,8.007,0.3891,6.984,0.1069,6.608,0.0251,3.4116903,131.93044,-0.3251341
83.188582,33.593494,-59.96535,9.184,0.4027,8.098,0.1104,7.728,0.0259,6.6747851,137.57631,-0.37977405
82.254836,33.3856,-59.55473,7.08,0.2769,6.173,0.0771,5.893,0.0184,1.5271138,345.32202,-1.4637032
82.722084,32.849734,-9.97328,9.325,0.4301,8.246,0.1195,7.911,0.0285,5.68404,131.56749,-0.50720542
81.528072,33.448256,56.49605,6.271,0.2411,5.307,0.0681,5.005,0.0165,1.6766497,394.67487,999
82.183144,33.908274,-17.839409,8.254,0.2163,7.122,0.0597,6.719,0.0141,7.7961093,126.21812,-0.71129104
81.978749,34.12062,29.167027,7.589,0.334,6.696,0.0923,6.439,0.0219,1.1033388,284.46332,-0.77932195
130.0382,26.427751,45.72515,5.421,0.0291,4.49,0.0208,4.255,0.015,1.6840605,252.50296,999
131.64064,28.633733,27.354977,8.313,0.0335,7.463,0.0239,7.235,0.0173,5.0348123,93.15003,999
131.34227,29.21911,-59.85255,7.893,0.0369,7.132,0.0263,6.904,0.0191,3.0058078,127.43214,-0.10458367
130.03007,30.553441,82.47401,8.102,0.0344,7.314,0.0246,7.084,0.0178,3.7306598,110.28028,-0.11989151
346.09509,54.717883,-25.686401,7.826,0.2388,6.859,0.0764,6.556,0.0215,3.5599188,118.90594,-0.94502931
345.83212,54.854091,-29.531183,8.044,0.2481,7.171,0.0789,6.877,0.0221,2.5602994,121.69856,-0.099039656
344.84663,55.519617,-46.77083,8.091,0.2609,7.239,0.0808,7.015,0.0219,1.428774,199.11737,-0.075563834
344.53925,55.187414,-29.380339,8.803,0.2933,7.924,0.0915,7.644,0.025,2.7468362,109.35326,999
344.57702,55.278694,-33.84078,9.68,0.2765,8.662,0.0861,8.308,0.0234,9.8801358,38.615597,-0.44431007
345.53706,55.246717,-68.39797,9.919,0.2947,9.17,0.0925,8.92,0.0254,1.2275408,56.7003,-0.1676572
345.40474,55.305231,-54.980446,9.801,0.3042,8.841,0.0952,8.56,0.0261,6.1788586,5.0977564,-0.24160058
345.18262,55.246107,-81.67681,12.534,0.3221,12.295,0.1008,12.229,0.0276,0,3.0195801,999
345.29804,55.557546,-20.17836,8.186,0.2479,7.259,0.0769,6.984,0.0209,3.1707522,190.26491,-0.075389404
344.59728,54.881283,-46.091312,9.263,0.2599,8.369,0.0818,8.077,0.0226,4.6243895,74.374825,-0.080695098
344.77823,54.65314,-105.48267,10.123,0.2288,9.15,0.0726,8.89,0.0203,9.3950596,42.366745,-0.23382454
344.10059,55.204251,-56.524937,10.918,0.3124,10.012,0.0971,9.719,0.0264,8.1379152,17.370005,-0.39385883
343.66307,55.168766,-73.5156,9.234,0.3488,8.235,0.1081,7.941,0.0293,4.8742643,58.648026,-0.12243268
343.96159,55.244871,-88.49738,7.288,0.3337,6.341,0.1035,6.024,0.0281,1.8791963,245.03513,999
342.74799,55.946485,-125.56937,9.31,0.5244,8.4,0.1578,8.114,0.0413,0.68061896,70.35302,-0.11591255
342.49043,55.759749,-95.568146,10.411,0.4249,9.374,0.1283,9.047,0.0337,8.0693115,17.865816,-0.53798049
344.48982,56.626496,-30.205086,8.154,0.4448,7.301,0.133,6.933,0.0346,1.1100763,260.5363,-0.1063867
343.47936,56.718987,-59.972645,8.664,0.3274,7.562,0.0969,7.185,0.0249,6.8927608,50.180138,-0.59518813
343.80051,57.143471,-88.55985,9.877,0.6668,9.082,0.1955,8.86,0.0496,4.5194362e-06,117.14953,-0.23441608
343.4903,57.601809,-164.20328,12.093,0.4383,11.726,0.1265,11.643,0.0315,0,4.840524,999
344.80718,57.433302,-27.459066,8.206,0.4505,7.294,0.1319,7.028,0.0335,0.72734583,97.193375,999
346.21877,57.300187,-106.28204,7.583,0.5987,6.681,0.1778,6.41,0.0458,0.06534561,313.45364,-0.88784924
345.97038,56.561269,-90.83766,8.744,0.3976,7.681,0.1204,7.341,0.0318,4.8063024,120.27884,-0.07699996
346.33763,56.784614,-56.747135,8.988,0.383,7.975,0.1156,7.663,0.0304,4.2648058,103.37382,-0.15213496
344.43744,56.946367,-21.155798,8.787,0.5393,7.948,0.1597,7.725,0.0411,0.028903149,229.07474,-0.15971752
344.56346,57.188162,-77.2213,8.38,0.3903,7.436,0.1149,7.137,0.0293,2.0560765,58.88947,999
345.52864,55.839365,-68.93203,10.855,0.2476,9.931,0.0764,9.69,0.0206,9.2150446,33.441486,-0.41601639
344.91278,56.010633,-10.328687,9.881,0.3226,8.908,0.0986,8.645,0.0263,5.7300567,74.402695,-0.41169746
344.76607,56.300141,-79.29998,9.818,0.3384,8.888,0.1024,8.528,0.027,6.5436191,57.779575,999
344.32398,56.282875,-51.8953,8.575,0.3773,7.569,0.1138,7.228,0.0299,3.9345093,120.25986,999
344.98485,55.75746,-74.57203,8.44,0.2723,7.484,0.0838,7.179,0.0226,4.0504809,74.75148,999
345.57806,56.128917,-41.50224,8.671,0.3012,7.788,0.0921,7.554,0.0246,1.8762666,215.14613,-0.1280669
345.51072,55.944057,-59.004974,8.358,0.2588,7.455,0.0795,7.179,0.0214,2.9523038,118.37999,999
344.82129,56.269013,-38.32912,8.969,0.3529,7.936,0.1069,7.681,0.0282,4.1258295,138.63132,-0.19310893
343.57446,56.294576,-44.139084,9.885,0.4894,8.818,0.1468,8.424,0.0383,7.0941411,46.922646,-0.59304944
343.49976,56.378734,-58.341957,8.645,0.4815,7.764,0.144,7.473,0.0374,0.61341578,170.10541,-0.087484288
344.32416,55.861676,-38.372875,7.151,0.3691,6.211,0.1127,5.905,0.03,1.3547913,287.32797,-1.4220349
344.32532,55.987625,-70.5164,9.62,0.3607,8.568,0.1098,8.339,0.0291,5.2199379,11.533908,-0.35569561
348.06411,56.257429,-15.940694,8.695,0.3619,7.698,0.1122,7.353,0.0304,4.358513,82.45041,-0.086681371
349.3682,56.669291,-57.785294,8.608,0.3655,7.56,0.1129,7.191,0.0305,5.2494505,42.31021,999
349.67255,56.603347,-28.73145,8.226,0.4104,7.276,0.1273,6.993,0.0345,1.6269077,62.94708,-0.13730006
348.72151,56.424324,-69.16792,8.681,0.372,7.794,0.1153,7.534,0.0312,1.4101656,168.27245,-0.075677875
348.46982,56.351586,-48.434303,10.137,0.3744,9.197,0.1161,8.909,0.0315,4.7366715,33.57685,-0.55530684
347.96535,56.333665,-94.95249,9.543,0.3436,8.69,0.1062,8.369,0.0287,3.1171105,50.835613,-0.12909424
346.31414,55.527736,-70.2991,10.551,0.287,9.686,0.0898,9.442,0.0246,4.6848753,27.00314,-0.3525601
347.63814,55.568481,-42.000893,10.821,0.3363,9.89,0.1061,9.622,0.0294,6.8749342,15.412915,-0.43802439
348.98667,55.688323,-86.92926,9.117,0.2652,8.317,0.0841,8.066,0.0235,1.8564256,74.9099,-0.16720674
348.72324,55.851991,-111.93748,9.595,0.2843,8.613,0.0896,8.325,0.0248,6.8368861,32.28482,-0.23560248
347.90249,55.969644,-114.46752,10.016,0.3378,9.003,0.1055,8.694,0.0289,8.173389,4.1463337,-0.097689284
347.96749,55.125398,-24.848427,9.68,0.2294,8.916,0.0735,8.654,0.0207,2.6046588,55.6027,-0.098811838
346.90174,56.466011,-26.913958,7.031,0.3346,6.204,0.1023,5.971,0.0273,0.41039922,309.72534,-0.42036288
347.04352,57.1183,-32.877342,9.422,0.4538,8.279,0.1363,7.899,0.0356,7.7998044,47.462738,-0.11772585
347.53599,56.674012,-28.440552,8.541,0.4355,7.638,0.1329,7.404,0.0354,0.66215939,168.64604,999
347.73885,56.799994,-53.61486,7.878,0.4768,6.949,0.1452,6.633,0.0385,0.93211577,179.3875,-0.61354504
347.58724,56.91057,-12.675817,8.025,0.4746,6.894,0.1439,6.538,0.038,3.4750914,141.10954,-1.6274626
346.60605,56.139173,-62.96502,7.758,0.2541,6.874,0.0783,6.57,0.0211,2.3846409,91.88583,-0.6124564
346.56482,55.963016,-21.323305,9.108,0.2586,8.125,0.0801,7.858,0.0217,5.5801024,90.50177,-0.19566985
347.06512,56.561134,-84.74092,8.885,0.3643,7.894,0.1112,7.581,0.0296,4.0499026,72.444405,-0.098134999
346.41364,55.847329,-109.20384,9.242,0.2647,8.187,0.0821,7.858,0.0223,8.5749166,83.27848,-0.21161406
346.42958,56.170447,-119.21558,9.832,0.2572,8.941,0.0791,8.703,0.0212,4.5445097,85.598404,-0.21161406
346.46193,55.743306,-54.16409,9.115,0.2895,8.092,0.0901,7.737,0.0246,7.4614662,78.39204,-0.1043305
347.2019,56.752079,-71.41283,8.769,0.4213,7.873,0.128,7.606,0.0339,1.0999548,30.475315,-0.075396283
347.12168,56.663104,-147.14381,8.937,0.3707,7.922,0.1129,7.627,0.03,4.1358481,104.14137,999
346.58247,58.169659,-47.29445,7.451,0.6093,6.521,0.1768,6.241,0.0444,0.099495309,251.41057,-1.305775
346.85528,58.063209,-39.50937,7.14,0.5747,6.183,0.1676,NaN,0.0423,NaN,62.748302,999
346.14419,58.383885,-87.833336,8.387,0.6656,7.305,0.1914,6.913,0.0475,1.5456907,82.62012,-0.480319
347.46195,57.556272,-15.518214,7.679,0.5626,6.713,0.1672,6.399,0.0431,0.53920011,213.65038,-1.8062044
347.41324,57.993959,-104.52181,9.444,0.5564,8.493,0.1632,8.184,0.0415,1.0387866,28.645365,-0.078253692
347.30009,57.17547,-121.44852,9.987,0.4449,8.909,0.1336,8.546,0.0349,8.1664971,18.866407,-0.60163067
347.77548,57.271645,-22.67175,5.602,0.4922,4.593,0.1478,4.201,0.0386,0.76531233,227.11192,999
342.26432,56.25678,-47.475906,7.294,0.3874,6.343,0.1151,6.031,0.0297,1.4226902,7.5567265,-1.355678
342.12325,56.339365,-37.572723,7.675,0.3881,6.787,0.1149,6.5,0.0295,0.95496202,217.80087,-0.38059375
342.34863,56.546998,-122.29724,10.455,0.3645,9.463,0.1075,9.184,0.0275,7.1266113,23.19882,-0.33943092
341.67579,56.31792,-26.024258,6.981,0.3909,6.103,0.1154,5.83,0.0295,0.55560122,223.46896,-1.3206417
341.20642,56.63128,-51.451126,10.18,0.403,9.096,0.1174,8.768,0.0296,9.3307761,24.738829,-0.54609439
344.89544,59.255247,-29.049633,6.873,1.274,5.793,0.3541,5.415,0.0844,4.2641042e-19,245.99992,999
345.17796,59.374014,-55.416836,9.489,0.7178,8.685,0.1992,8.411,0.0474,7.9220434e-06,79.707214,-0.30764368
