ra,dec,rv,j,ej,h,eh,k,ek,dist,sn,feh
39.085275,46.408276,-33.271088,7.9,0.069,7.037,0.0283,6.75,0.0107,4.4614398,49.47092,-0.18411775
38.692873,47.344062,-63.165997,8.497,0.1076,7.564,0.0431,7.309,0.0158,5.8403558,123.45784,-0.13401965
38.804776,47.576178,-13.210733,6.773,0.0938,5.855,0.0373,5.533,0.0135,3.099788,246.328,-1.104001
40.277466,47.184301,-22.748285,9.066,0.0928,8.204,0.0368,8.022,0.0134,4.8903331,158.35085,-0.16188716
41.409667,46.972802,-61.017487,9.448,0.1319,8.563,0.0521,8.269,0.0188,8.2153588,86.47838,999
40.68011,45.593809,-89.22635,9.554,0.0788,8.713,0.0326,8.508,0.0124,6.5567495,56.551563,-0.13693116
40.477519,46.365864,-40.574947,9.304,0.1007,8.477,0.0409,8.237,0.0152,5.8293082,123.56407,-0.21052025
42.968414,45.613179,-65.29185,9.688,0.1484,8.848,0.06,8.609,0.0223,6.0328944,59.69334,-0.21714924
42.036879,46.947384,-94.14665,10.532,0.1245,9.626,0.0489,9.393,0.0175,12.205816,17.622026,-0.27192572
41.355388,46.396136,-101.68473,9.424,0.1095,8.533,0.044,8.287,0.0162,7.6660924,46.554943,-0.13401965
41.217732,47.968713,-96.213715,8.809,0.1183,7.833,0.0455,7.562,0.0159,7.5668864,80.32097,-0.81335758
41.268364,47.912946,-25.118471,9.363,0.1248,8.535,0.048,8.316,0.0168,4.9282909,43.042088,-0.15009206
39.968176,48.821414,-19.937487,9.457,0.094,8.768,0.0356,8.516,0.0123,3.3653678,43.116814,-0.17595399
40.775452,49.097564,-2.9223845,6.337,0.1248,5.361,0.0466,5.004,0.0157,2.8406912,109.31696,999
42.178242,48.53118,-97.18606,9.089,0.1398,8.23,0.0524,8.022,0.0178,4.4357513,67.75848,-0.095107578
42.967085,48.277642,-12.308082,9.729,0.1101,8.976,0.0413,8.725,0.014,5.030073,40.826378,-0.14219605
43.957143,47.634197,-30.675325,9.849,0.0976,9.162,0.0369,8.835,0.0126,5.9509993,3.3875892,-0.097028978
43.227983,48.028451,-39.58303,8.843,0.1092,7.941,0.0411,7.642,0.014,7.0199682,77.27595,-0.17176095
38.733599,47.760385,-27.78604,10.224,0.0928,9.523,0.0367,9.328,0.0132,3.5387192,18.811378,-0.19007219
37.518625,47.783291,-96.32027,9.819,0.1101,9.092,0.044,8.875,0.0161,3.7123755,33.849693,-0.14530155
39.196615,47.892538,-44.27139,8.395,0.0891,7.453,0.0349,7.196,0.0125,6.0118916,88.59615,-0.28463097
39.6521,48.064547,-21.576557,8.217,0.1007,7.269,0.0391,7.021,0.0139,5.3291091,8.651409,-0.1456947
40.897623,47.852825,-7.566088,9.363,0.0856,8.529,0.0331,8.258,0.0117,7.2317123,67.78335,-0.33563002
40.967755,48.106143,-61.65651,7.336,0.0721,6.368,0.0277,6.078,0.0096,4.3705548,84.51976,999
39.885062,48.323838,-9.913608,9.276,0.0631,8.5,0.0243,8.292,0.0085,4.6530233,22.383434,-0.29147777
39.490961,48.315739,-29.46122,10.997,0.0687,10.203,0.0265,10.055,0.0093,7.9852248,27.73641,-0.18509913
39.57794,48.22936,9.363448,9.663,0.0835,8.844,0.0323,8.665,0.0114,5.4151932,71.025604,-0.14143069
38.708309,48.885106,-20.422073,7.835,0.1265,6.898,0.0484,6.624,0.0168,4.3266773,132.5779,-0.44431007
39.650627,48.941292,-99.77221,9.519,0.0989,8.613,0.0375,8.406,0.0129,7.6169448,42.738792,-0.17176095
298.52448,43.819489,-83.61484,11.443,0.2111,10.591,0.0749,10.335,0.0238,11.294046,19.766024,-0.35648224
297.96309,44.324392,3.9599922,10.301,0.1909,9.471,0.069,9.238,0.0224,5.8639938,65.4055,-0.24956289
298.25558,43.682189,-5.3049707,10.483,0.237,9.691,0.0843,9.46,0.0269,3.6301813,39.348568,-0.269956
297.30873,44.619764,-33.81849,10.87,0.1364,10.069,0.0502,9.881,0.0167,6.7387799,49.700638,-0.3525601
299.42368,46.331703,-39.226128,10.152,0.2174,9.368,0.0789,9.098,0.0257,4.4637673,69.597374,-0.25018309
300.41879,46.008028,-112.04906,11.189,0.2368,10.208,0.0839,9.924,0.0266,16.875703,33.468964,-0.269956
300.2605,45.200722,-42.76011,10.112,0.2457,9.163,0.0861,8.826,0.027,10.628388,75.69941,-0.12340381
299.51717,45.345528,11.483649,9.453,0.2455,8.537,0.0875,8.199,0.028,7.1290906,117.62814,-0.17038312
299.10325,45.917167,-18.189386,8.123,0.19,7.155,0.0689,6.785,0.0225,5.6519825,260.78757,-1.6909897
299.48225,45.533083,-21.451656,10.303,0.2484,9.4,0.0889,9.164,0.0285,6.5145368,62.128895,-0.209975
299.44742,45.510944,-90.629944,9.402,0.2506,8.425,0.0897,8.132,0.0288,7.2138099,135.8062,-0.51701713
299.55875,45.594472,-11.012071,8.751,0.2496,7.734,0.0893,7.454,0.0286,5.8142042,180.92566,999
300.73529,45.787028,-11.928531,9.441,0.2736,8.599,0.096,8.283,0.0301,4.2290262,110.25214,999
301.26722,43.517147,-0.30616587,7.805,0.717,6.654,0.2396,6.225,0.071,1.7880641,63.767136,999
300.51808,47.570903,-85.81676,9.258,0.1682,8.387,0.061,8.214,0.0199,3.6900722,9.22982,-0.33110532
300.91315,47.823953,-115.9176,10.522,0.173,9.551,0.0626,9.279,0.0203,14.171473,32.352543,-0.5440593
296.91138,46.765192,-54.00629,8.877,0.0701,7.978,0.0269,7.697,0.0094,7.5140783,106.22549,-0.46072126
298.05121,46.586928,0.17357498,12.929,0.101,12.411,0.0378,12.294,0.0128,0.14047789,2.1138518,-0.52993714
299.58673,46.860064,-49.333874,10.12,0.1796,9.355,0.0655,9.153,0.0215,3.0549653,80.791985,-0.19260005
298.12942,47.342389,-87.50525,9.879,0.0937,8.997,0.0354,8.71,0.0121,10.844558,60.452393,-0.19108003
66.078334,32.076345,-1.6844423,9.094,0.2665,8.062,0.1071,7.816,0.0394,6.2670801,61.693336,-0.43534706
66.146353,32.392034,-49.499146,9.948,0.2057,9.074,0.082,8.813,0.0299,6.8089841,51.132885,-0.24099581
65.959497,32.586817,-48.91413,9.561,0.2046,8.703,0.0815,8.451,0.0297,5.1090502,61.47386,-0.31412819
66.015908,32.206513,-14.727556,9.015,0.26,8.007,0.1043,7.695,0.0383,6.950222,71.40663,-0.29286035
64.876495,32.275795,12.837719,9.452,0.1976,8.524,0.081,8.269,0.0305,6.7913401,5.312724,-0.47937475
64.948528,32.57558,-22.610546,9.789,0.1748,8.868,0.071,8.547,0.0265,10.19702,55.016872,-0.41688348
64.629234,34.515358,-6.060117,9.337,0.1793,8.452,0.0702,8.189,0.0251,5.9891858,70.58406,-0.1043305
66.055537,33.560932,-7.901377,9.087,0.2342,8.145,0.0911,7.873,0.0323,5.5689238,146.10526,-0.23679328
65.705219,34.175381,-77.46583,9.103,0.1781,8.239,0.0689,7.982,0.0242,4.8336469,169.66165,-0.33714708
66.500939,34.689237,39.35774,9.89,0.1668,8.926,0.0628,8.573,0.0214,12.919676,56.786526,-0.36921827
65.686444,33.322815,9.827802,9.513,0.1895,8.719,0.0747,8.485,0.0269,3.4355771,107.84593,-0.36043194
66.064364,33.475262,-3.6000245,10.747,0.2125,9.936,0.0829,9.735,0.0294,4.6823769,36.89974,-0.36122518
65.261432,32.897655,-47.691597,9.762,0.1841,8.954,0.0738,8.715,0.0271,4.4745316,60.936886,-0.26539856
67.372698,32.341583,23.14254,9.629,0.2323,8.739,0.0905,8.511,0.0321,4.7801188,86.78119,-0.16810876
67.316377,32.616113,35.66377,9.573,0.2421,8.557,0.0938,8.238,0.0331,9.7239597,61.91571,-0.2679962
67.117303,34.02224,-7.42523,11.723,0.2573,10.783,0.0971,10.535,0.0332,15.365395,7.5817676,-0.31051466
66.773832,33.623913,-2.7742107,9.087,0.2474,8.216,0.0948,7.96,0.033,3.6009067,57.76346,-0.49461497
67.046826,33.847942,23.556366,10.654,0.2657,9.772,0.1008,9.462,0.0347,9.2398237,18.902962,-0.1740794
63.550061,33.774452,-67.450066,11.493,0.1899,10.599,0.0772,10.394,0.0288,12.689167,12.276428,-0.54915529
64.355442,33.239735,-32.600838,5.945,0.188,4.803,0.0761,4.195,0.0283,3.504421,219.94484,999
65.814586,35.255594,-12.029523,9.642,0.299,8.676,0.1126,8.388,0.0384,6.5127387,3.7994957,-0.33411738
65.080563,35.239072,4.9262867,10.046,0.288,9.096,0.11,8.837,0.0382,6.8583922,51.38119,-0.34866551
64.36539,35.353111,-29.146206,9.234,0.2326,8.356,0.0898,8.131,0.0315,3.6654284,111.38147,-0.2949425
65.649859,32.021114,-71.23686,9.696,0.2347,8.687,0.0952,8.34,0.0355,11.091225,37.214333,999
66.158158,31.95322,-18.693338,9.347,0.2766,8.467,0.1113,8.23,0.041,3.3701376,111.54996,-0.20726528
66.762456,32.23182,-52.539837,10.009,0.2596,9.002,0.1026,8.728,0.037,9.8060121,49.645718,-0.30124845
65.131846,33.625851,-23.797483,9.656,0.1609,8.696,0.0636,8.45,0.023,8.9795103,123.83715,-0.65799427
66.375109,34.579772,-1.7650738,9.936,0.1745,9.028,0.066,8.705,0.0226,10.479823,45.840076,-0.14688075
66.568132,32.808577,-13.032237,10.771,0.2166,9.905,0.0849,9.65,0.0303,8.8534645,56.818596,-0.368414
67.862899,33.42416,-3.2258654,11.204,0.298,10.211,0.1123,9.937,0.0383,14.089307,24.21532,-0.39721919
66.86597,32.434213,-92.95998,10.045,0.2238,9.185,0.0878,8.963,0.0315,4.9965095,87.890495,-0.33714708
66.676088,33.005717,-12.158601,10.504,0.1851,9.723,0.072,9.5,0.0255,4.7331157,59.466164,-0.33035506
63.225297,33.528786,-11.156156,9.303,0.1635,8.391,0.0672,8.142,0.0254,6.6004511,126.56051,-0.37406702
64.114926,33.788793,-13.682776,9.621,0.1987,8.698,0.0799,8.447,0.0294,7.0472752,80.5601,-0.35963979
63.674066,35.038575,-26.208616,9.989,0.1742,9.109,0.0686,8.859,0.0247,7.6944683,58.98429,-0.29286035
64.443969,34.867792,1.9046041,9.974,0.1824,9.163,0.0711,8.927,0.0253,4.9344724,95.10087,-0.13152994
63.983226,35.187114,-13.504244,11.066,0.1903,10.15,0.0743,9.876,0.0264,14.844723,33.06949,-0.34479848
65.65017,35.430481,-23.142467,9.082,0.3836,8.001,0.1443,7.688,0.0492,6.065635,112.44177,-0.57085933
77.74801,39.990038,-9.714033,9.278,0.3242,8.191,0.0891,7.827,0.0209,8.6023102,25.79939,-0.4461159
78.358215,41.73394,8.910443,9.163,0.2682,8.224,0.0771,7.913,0.0191,5.4502672,104.77586,-0.374879
77.953515,40.702564,-20.52293,9.029,0.232,8.119,0.0649,7.798,0.0156,5.4761861,74.57294,999
80.10823,41.209663,-27.601847,10.562,0.4158,9.686,0.1224,9.417,0.0313,2.1762559,43.29506,-0.25771147
79.997905,40.194927,-47.340164,10.631,0.3316,9.612,0.0957,9.334,0.0238,9.954323,14.566345,-0.428256
78.932058,39.840415,63.28324,10.014,0.3823,9.111,0.1072,8.772,0.0258,4.4699173,29.29878,-0.20404998
81.88237,40.256531,-498.40643,12.468,0.518,11.649,0.1554,11.44,0.0405,0.10571014,3.2089748,-1.2504175
77.398478,39.999683,-390.32642,9.449,0.3188,7.415,0.087,5.83,0.0203,23.9053,13.469217,999
80.934814,42.497237,-22.136597,9.942,0.347,9.129,0.1063,8.803,0.0284,2.8507437,40.056553,-0.17832203
81.19878,43.203526,73.00694,9.705,0.3529,8.812,0.1101,8.582,0.0301,2.1700171,27.079863,-0.33185668
76.625299,41.370996,-38.58838,10.47,0.2401,9.62,0.0663,9.325,0.0157,7.1159201,12.248869,-0.22739031
77.36269,41.335722,23.446373,10.532,0.2732,9.607,0.0764,9.343,0.0184,7.7082858,9.049441,-1.2136922
79.061944,42.881368,-24.617268,10.382,0.303,9.511,0.0902,9.303,0.0233,3.0100869,19.919943,-0.18168358
78.156632,42.631741,-121.23534,10.699,0.3656,9.59,0.1064,9.277,0.0268,13.796117,9.194127,-0.73278116
79.377351,39.384009,-12.938799,9.213,0.8603,8.256,0.2414,7.989,0.0582,2.3280104e-05,8.154188,-0.43356768
78.748097,39.351934,4.5242476,9.559,0.4142,8.564,0.1147,8.274,0.0272,3.8331593,23.930023,-0.38059375
77.36445,39.401453,52.610504,9.601,0.3739,8.441,0.1033,8.096,0.0244,9.9286118,17.754557,-0.43891904
78.582927,41.51796,-5.2148395,9.906,0.2684,9.044,0.0771,8.86,0.0191,2.4032262,8.183824,-0.29216851
78.041085,40.790708,-18.263086,9.112,0.249,8.218,0.0699,7.88,0.0168,5.3490346,104.67736,-0.29147777
78.141589,40.780059,50.140373,9.682,0.254,8.832,0.0714,8.524,0.0172,4.933563,76.798454,-0.13767006
80.034491,41.38572,4.411066,9.286,0.4127,8.268,0.1217,7.876,0.0311,5.9494852,73.774475,-0.2514268
81.831531,40.315559,-7.995722,9.215,0.5599,8.323,0.168,8.035,0.0438,0.3168525,86.86721,-0.28192312
81.728365,40.033352,119.41578,10.692,0.4468,10.129,0.1331,9.979,0.0344,2.6604516e-13,4.3806868,999
82.222085,40.481394,-19.633486,9.795,0.4433,8.568,0.1344,8.221,0.0355,10.763571,24.565437,-1.1206317
82.259444,39.912561,-14.552421,9.557,0.4019,8.524,0.1208,8.108,0.0316,7.9173571,19.565357,-0.21052025
81.766309,40.376598,-99.453674,12.447,0.6147,11.75,0.1844,11.543,0.0481,2.670929e-09,3.6269948,-1.2105263
81.099405,40.634686,-7.860249,9.555,0.3992,8.653,0.1187,8.394,0.0306,1.8555325,68.07118,-0.24464096
81.63227,41.4688,-2.092756,9.858,0.3499,8.846,0.1067,8.583,0.0284,5.9618699,13.989972,-0.59625913
79.676709,42.8329,-12.752439,10.48,0.3843,9.591,0.1156,9.264,0.0303,4.7983436,12.573316,-0.11989151
80.56057,42.659039,-125.65271,11.95,0.3629,11.266,0.1107,11.067,0.0295,0.086891576,6.9738507,-1.3708423
82.12015,42.350803,-11.742787,11.645,0.3587,10.839,0.1122,10.614,0.0308,1.8963673,2.099027,-0.99701309
81.765628,42.054291,-20.266409,10.999,0.2859,9.924,0.0883,9.623,0.0239,17.837565,8.649907,-0.80318918
81.863541,42.007736,28.009968,9.013,0.3309,8.119,0.1024,7.799,0.0277,3.3177098,97.24014,-0.13583108
81.527615,41.87523,-55.215187,9.384,0.3072,8.378,0.0942,8.077,0.0252,6.458957,21.708939,-0.2935533
76.742414,41.275659,-63.77414,9.545,0.2433,8.506,0.0672,8.197,0.0159,9.4675692,27.601353,-0.33487315
77.692642,42.164729,78.25093,9.91,0.2674,8.94,0.0765,8.64,0.0189,8.2812307,39.418304,-0.49077846
76.527815,41.647533,-16.422316,9.02,0.2662,8.164,0.0737,7.913,0.0175,2.5257255,63.019344,-0.44340881
77.530269,42.627766,-96.7259,12.38,0.3108,11.69,0.0894,11.493,0.0222,0.41920936,3.5085104,-1.7442628
77.376223,42.688934,-50.61983,10.857,0.3241,9.816,0.0931,9.533,0.0231,12.543049,10.349706,-0.49269451
78.085027,41.163433,-24.245031,9.1,0.2083,8.123,0.0589,7.846,0.0143,6.6383904,50.1218,-0.18906876
78.727988,41.405186,5.162215,11.84,0.3455,10.967,0.0994,10.727,0.0247,5.4382396,3.9886117,-0.95196597
79.437554,41.584314,-18.298899,9.481,0.3909,8.42,0.1144,8.075,0.029,6.9222936,33.003284,-0.57714976
79.38679,40.928532,14.435891,9.949,0.4112,8.854,0.1188,8.504,0.0296,9.030867,20.98971,-0.40655111
79.332395,40.911524,-61.27075,10.286,0.4057,9.212,0.117,8.849,0.0291,10.478729,15.352709,-0.37244636
78.529883,39.871588,-32.84467,6.761,0.3785,5.952,0.1054,5.68,0.0252,0.26948617,191.64853,-1.8454911
82.173413,40.47934,-34.35431,9.444,0.468,8.394,0.1418,8.08,0.0374,4.253407,19.717945,-0.62449202
81.214857,39.124901,3.4177372,11.603,0.4065,10.572,0.1179,10.258,0.0295,13.811448,3.8580542,-0.71247557
80.973648,38.792164,-9.253858,9.022,0.3544,7.955,0.1016,7.661,0.0252,5.473902,22.49329,-0.37083011
80.597954,40.20121,-37.279724,9.785,0.4161,8.806,0.1215,8.529,0.0307,3.6234646,23.174177,-0.34866551
81.005745,40.383681,126.85302,12.707,0.434,12.316,0.1282,12.258,0.0328,0,4.3407907,-1.1963341
80.621638,40.666967,-32.157433,9.015,0.4179,7.851,0.1231,7.475,0.0314,7.3952698,20.694332,-0.37325614
80.13748,43.363384,47.597057,9.561,0.3125,8.667,0.0958,8.358,0.0256,4.4261918,11.04791,-0.25455535
80.477533,42.795179,133.79826,12.192,0.3506,11.828,0.107,11.747,0.0285,4.1701055e-144,2.4991453,999
80.313897,42.63797,-472.8325,12.374,0.3721,11.774,0.1129,11.644,0.0299,4.5231e-06,3.6193476,-1.337265
81.838386,42.189769,-15.938615,9.529,0.3211,8.613,0.0996,8.355,0.027,3.5587877,34.42836,-0.20780502
81.611346,42.271653,-121.96339,11.051,0.2762,10.236,0.0854,9.996,0.0231,4.237725,4.184459,-0.61354504
80.811565,43.157257,-102.71637,11.181,0.3201,10.134,0.099,9.848,0.0268,15.425952,4.0315385,-0.60486682
82.736343,41.389101,31.337143,9.269,0.3248,8.382,0.1011,8.122,0.0276,2.6069288,31.003944,-0.23029843
77.821391,42.103413,-32.530407,10.439,0.281,9.638,0.0805,9.421,0.0199,2.1100175,12.320276,-0.23500873
77.701766,42.172968,38.733627,10.6,0.2735,9.617,0.0782,9.355,0.0193,10.141991,8.882281,-0.24099581
79.312342,42.171289,-5.3913565,9.559,0.4446,8.469,0.1312,8.055,0.0336,8.0851793,13.612401,-0.76199017
80.178635,42.13509,40.55686,9.227,0.4089,8.202,0.1226,7.941,0.032,3.5007777,26.931057,-0.25707804
79.530523,41.827881,15.714799,9.587,0.3778,8.664,0.1113,8.378,0.0284,3.1413199,27.39266,-0.13294602
77.822103,42.374372,-177.12799,12.561,0.3283,12.219,0.0945,12.104,0.0235,4.7464548e-82,3.2332864,-1.8435163
78.591194,42.568434,-190.08505,12.726,0.3322,12.446,0.0974,12.374,0.0247,0,2.5973098,-1.559778
77.917272,42.798148,-15.001923,9.647,0.3569,8.668,0.1037,8.425,0.0261,3.9458636,11.022711,-0.53294513
78.547131,43.249771,-0.541547,9.71,0.37,8.782,0.1098,8.514,0.0283,3.2231612,13.06718,-0.24403068
325.73865,18.099652,869.2099,14.965,0.0909,14.556,0.0566,14.39,0.0348,0.13167436,3.3761952,999
325.87147,18.04579,-1148.6453,14.854,0.0853,14.349,0.0533,14.334,0.033,0.0107932,2.498471,-0.42385991
325.80367,18.595856,309.3411,14.765,0.0897,14.231,0.0553,14.145,0.0337,0.56107,4.005488,-1.411717
327.31814,18.274977,-215.50954,14.673,0.0753,14.02,0.0483,13.873,0.0308,16.069952,5.2115383,999
326.75024,19.444278,-96.4118,14.551,0.0741,14.037,0.0457,13.807,0.0279,7.6747036,7.1161175,999
326.50812,19.251733,-659.59735,14.363,0.0757,13.782,0.0467,13.595,0.0285,9.4565635,4.6514764,999
324.55551,17.756122,-7.1499405,9.431,0.1103,8.512,0.0673,8.285,0.0406,8.4864096,75.33465,-0.24647842
324.82287,18.066615,-73.21683,9.782,0.1247,8.896,0.0761,8.701,0.0458,7.777754,86.92451,-0.2935533
324.94107,19.864381,-100.8321,10.522,0.0931,9.733,0.0547,9.532,0.0315,8.1062398,54.496254,-0.19721963
325.4507,18.163324,-117.21567,10.509,0.0859,9.607,0.053,9.361,0.0324,14.831744,52.77953,-0.24160058
325.28079,18.357043,-103.9541,10.213,0.0845,9.349,0.0517,9.102,0.0313,11.655156,82.58086,-0.31776927
327.6731,18.73331,-37.35009,9.5,0.0609,8.661,0.0389,8.471,0.0248,6.7944159,126.90318,-0.20565267
327.6029,19.127188,-51.095833,9.07,0.0822,8.259,0.052,7.981,0.0327,6.506536,85.85481,999
327.56452,18.944676,-54.506954,9.562,0.0699,8.803,0.0444,8.612,0.028,4.7497809,101.87429,-0.23679328
327.27001,17.544573,-0.9813002,8.428,0.0748,7.565,0.0487,7.343,0.0317,4.8955636,178.83649,999
326.75297,19.360092,30.240046,8.091,0.0792,7.23,0.0489,7.018,0.0299,3.9375697,215.13791,999
327.80166,20.732239,-18.426634,11.274,0.0688,10.499,0.0421,10.294,0.0255,12.061329,34.99442,-0.21436787
327.24072,20.549958,-37.669777,7.577,0.0809,6.666,0.0492,6.374,0.0295,4.4351164,119.4279,-1.4794924
325.12991,21.165814,-37.89896,9.694,0.0578,8.831,0.0332,8.639,0.0186,8.0939808,85.04559,-0.24220645
324.79771,21.068438,-59.083813,9.297,0.0586,8.58,0.0334,8.373,0.0186,3.6970703,131.31683,-0.2949425
19.655352,45.030037,3.7484288,9.228,0.0506,8.427,0.0242,8.219,0.011,5.4823412,147.86261,-0.7172247
21.803321,45.091942,-57.08049,8.597,0.0397,7.78,0.0189,7.559,0.0085,4.7682463,282.38965,999
21.640983,45.044659,-77.271805,9.699,0.0408,8.864,0.0194,8.637,0.0087,8.5832911,131.92766,-0.1101548
21.482094,45.366188,-72.1458,9.261,0.0412,8.497,0.0195,8.266,0.0086,5.4272261,218.07393,-0.13223577
22.24394,42.918636,-42.372555,9.821,0.0453,8.961,0.023,8.756,0.0112,9.0909743,74.69438,-0.43356768
23.382063,43.277748,-78.53646,9.719,0.0456,8.898,0.0228,8.66,0.0109,8.4809018,67.79026,-0.12772666
22.537189,43.857342,-26.194931,8.35,0.0484,7.661,0.0239,7.44,0.0112,2.2465467,253.5083,999
22.767036,43.811195,20.90628,10.977,0.0494,10.138,0.0244,9.943,0.0114,13.645309,28.661589,999
22.245388,43.379265,-63.494198,10.09,0.0394,9.285,0.0197,9.092,0.0094,8.1481535,79.13732,-0.095107577
22.855483,44.941025,-163.26933,10.021,0.0506,9.768,0.0241,9.706,0.0108,5.0715983e-17,19.655909,-1.7251375
22.622545,45.586662,-35.26195,9.284,0.0412,8.377,0.0192,8.117,0.0084,9.5233321,72.88591,-0.33110532
22.778366,45.744972,-137.76564,11.694,0.044,10.861,0.0204,10.634,0.0089,21.118056,9.44844,-0.44792614
18.565576,44.182789,-78.17906,7.648,0.0437,6.764,0.0216,6.442,0.0101,4.8775827,219.29445,999
19.239121,44.788559,-59.34785,9.235,0.0541,8.352,0.0262,8.138,0.012,7.466821,147.36311,999
19.036472,44.535496,-38.650204,12.859,0.0531,12.232,0.0259,12.098,0.012,4.7282161,4.5800056,-0.70538494
19.258756,44.536588,-42.92484,14.451,0.0525,14.053,0.0256,14.052,0.0118,2.8957711e-07,2.8839805,-0.89321119
23.825861,46.231785,-74.505875,9.453,0.0555,8.633,0.0253,8.452,0.0108,5.7362262,106.52207,-0.14767697
22.979368,46.819023,-2.7318654,7.536,0.0622,6.542,0.0279,6.197,0.0117,5.6485443,109.11324,-1.8454911
24.62002,44.848537,-51.155853,8.072,0.0602,7.359,0.0285,7.168,0.0127,1.773801,228.69249,-0.099498598
23.785591,44.944691,53.73143,12.213,0.069,11.668,0.0327,11.562,0.0146,0.41566517,4.040809,-1.5381503
18.199013,45.031162,-17.928009,8.471,0.0562,NaN,0.027,7.489,0.0123,3.358781,125.91482,999
18.442805,45.345242,-41.123848,7.571,0.0501,6.729,0.0238,6.454,0.0107,3.7185967,90.01814,-0.37650628
20.935688,45.867622,-48.226616,7.501,0.0424,6.598,0.0197,6.242,0.0086,5.0550003,72.60955,999
20.770322,45.461525,-211.02051,12.604,0.0393,11.864,0.0185,11.631,0.0082,23.11347,5.8422112,-0.4653433
18.888414,46.169243,-94.039375,10.693,0.0477,9.899,0.0221,9.685,0.0096,10.800714,36.8021,-0.10744126
20.637917,46.444054,-17.231411,8.36,0.0486,7.517,0.0222,7.231,0.0095,5.5388461,175.97441,-0.093474616
20.580699,46.697006,-52.233284,7.492,0.0514,6.669,0.0233,6.413,0.0099,3.170134,252.06789,-0.42123548
23.676592,44.700272,-138.48395,9.686,0.0552,8.823,0.0264,8.569,0.0119,9.716115,29.010994,-0.084579798
24.4109,43.790722,-93.171524,8.091,0.0419,7.216,0.0205,7.057,0.0096,3.703136,16.807156,-0.091344474
23.747756,44.056675,-21.2592,9.238,0.0553,8.476,0.027,8.24,0.0125,5.1708962,79.490875,-0.12772666
22.782735,43.096458,-184.37952,8.851,0.0473,8.032,0.0239,7.74,0.0115,6.6673288,86.53673,-0.9189213
22.663284,44.049385,-114.28883,10.403,0.0519,9.619,0.0254,9.404,0.0118,9.0007051,33.49473,-0.22336523
22.550978,46.012039,-94.479576,9.669,0.051,8.831,0.0235,8.591,0.0101,8.6295633,84.06109,-0.17784622
18.411929,44.323711,-61.575233,8.974,0.0488,8.283,0.024,8.122,0.0112,1.9993153,113.70293,-0.084437952
22.940773,46.537903,-51.86608,7.008,0.0651,6.135,0.0294,5.869,0.0125,2.920989,163.70491,-0.2949425
22.380543,46.325863,-285.0291,13.253,0.0544,12.843,0.0248,12.797,0.0106,9.3191738e-05,1.9481905,-1.689103
24.299836,44.778427,-217.6556,9.921,0.0492,9.202,0.0234,9.025,0.0105,4.1992137,3.863089,-0.38553509
19.401758,45.954292,-337.97507,12.744,0.045,12.364,0.021,12.293,0.0092,9.6872252e-05,2.833405,-1.8435163
20.298294,46.377266,-239.06175,13.109,0.0471,12.827,0.0216,12.739,0.0093,1.7340656e-09,4.808507,999
19.255772,46.431988,-69.95788,8.536,0.0436,7.816,0.02,7.645,0.0086,2.2060056,137.23438,999
21.308839,42.900146,-110.69235,8.89,0.0379,8.024,0.0194,7.798,0.0094,6.5874822,116.99458,-0.14608895
20.262922,44.235786,-26.430363,7.112,0.0459,6.33,0.0225,6.132,0.0105,1.8601632,183.38326,-1.4134339
22.000466,44.444653,-50.69054,7.59,0.0498,6.82,0.0242,6.577,0.0111,2.6323076,333.56897,-0.49173594
21.234673,44.293671,-29.322527,10.007,0.0471,9.123,0.023,8.963,0.0107,9.1231225,100.26942,-0.2182695
22.118844,44.890713,-46.88477,10.028,0.049,9.193,0.0234,8.968,0.0106,9.672197,104.38429,-0.29424735
22.359656,44.73616,-21.194412,7.527,0.0498,6.712,0.0239,6.394,0.0108,3.814395,246.60133,-0.1915856
23.494215,43.853271,-86.31739,11.342,0.0494,10.728,0.0243,10.581,0.0113,2.4423505,7.48239,-0.61354504
24.262811,44.647202,-164.93246,13.262,0.0491,12.788,0.0234,12.724,0.0106,0.026884213,1.0248978,-1.576103
22.286843,45.518291,-82.55281,8.822,0.0442,7.985,0.0207,7.718,0.0091,6.4686722,102.7912,-0.14727831
19.054578,43.66703,-115.42716,10.026,0.0479,9.278,0.024,9.069,0.0115,6.3368155,36.72609,-0.24647842
21.042698,46.883118,-103.46822,8.893,0.0618,8.06,0.0278,7.772,0.0117,6.668672,44.252785,999
22.154773,47.202557,-72.10479,8.535,0.0823,7.6,0.0365,7.307,0.0151,7.0319717,37.497044,-0.15131449
21.749061,46.559616,-262.29318,12.315,0.0678,11.875,0.0307,11.781,0.0131,0.0064060998,3.2021496,-1.2042076
24.578708,45.064369,-54.775932,8.868,0.0518,8.04,0.0244,7.813,0.0108,5.513067,14.498981,-0.1550413
24.694326,44.717983,-150322.05,12.852,0.0612,12.591,0.0291,12.551,0.0131,7.5604175e-21,4.828554,999
20.688394,46.107792,-62.490856,9.786,0.0465,8.907,0.0215,8.666,0.0093,10.483103,45.522327,-0.27523063
20.719709,46.029633,-6.540708,9.721,0.042,8.873,0.0194,8.66,0.0085,8.5960152,39.882557,-0.21939417
19.257732,45.92981,-195.8566,11.828,0.0432,11.105,0.0201,10.976,0.0088,7.648855,3.0889246,-0.34634198
19.232898,46.019058,-202.80128,12.273,0.0446,11.827,0.0207,11.704,0.0091,0.06752609,3.5516095,-1.5060063
